Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Limpopo for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Common assault,111,111,164,150,160,130,126,146,184,142
Common robbery,24,18,10,7,7,7,10,14,14,8
Robbery with aggravating circumstances,18,14,4,12,9,4,6,8,7,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,4,3,4,1,1,3,3,8,3
Malicious damage to property,82,64,42,53,44,37,32,36,52,33
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,62,58,52,32,37,52,19,40,55,72
Burglary at residential premises,38,32,23,20,13,21,27,70,70,48
Theft of motor vehicle and motorcycle,0,3,0,3,1,1,0,2,1,0
Theft out of or from motor vehicle,5,10,8,9,2,6,1,5,7,10
Stock-theft,30,9,7,13,7,7,2,15,11,4
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,2,2,3,0,1,2,0,3,3
Drug-related crime,22,10,14,8,8,7,13,5,8,39
Driving under the influence of alcohol or drugs,0,1,0,0,0,0,4,0,1,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,89,58,71,97,82,61,56,59,54,48
Commercial crime,5,5,3,2,2,4,7,1,2,9
Shoplifting,1,0,0,0,0,0,0,0,1,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,0,0,1,3,1,4,3,2
Robbery at non-residential premises,14,5,0,0,2,1,5,1,2,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,2,0,0,4,1,2,3,3
Public violence,2,0,0,1,0,0,0,0,0,0
Crimen injuria,41,30,22,18,20,13,9,20,23,13
Neglect and ill-treatment of children ,3,6,4,4,1,0,0,2,0,1
Kidnapping,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tubatse (LI)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,16,9,15,14,19,13,9,7,17
Total Sexual Crimes,69,63,60,60,65,47,69,65,97,87
Attempted murder,26,20,13,18,25,11,7,9,10,16
Assault with the intent to inflict grievous bodily harm,374,352,198,236,164,155,177,223,257,197
Common assault,302,278,112,94,75,116,101,129,138,102
Common robbery,75,70,42,53,45,40,54,51,47,36
Robbery with aggravating circumstances,72,69,20,61,54,28,54,24,55,75
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,12,10,6,3,6,11,11,12,10
Malicious damage to property,94,86,78,77,57,72,79,100,132,105
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,8,5,10,24,51,66,74,93,107,93
Burglary at residential premises,198,203,158,171,113,135,185,211,216,203
Theft of motor vehicle and motorcycle,27,15,11,20,6,6,30,14,12,25
Theft out of or from motor vehicle,36,29,20,8,29,11,24,19,37,41
Stock-theft,21,28,27,57,33,26,21,22,28,37
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,15,11,4,5,16,16,11,3,9,9
Drug-related crime,13,6,18,22,9,10,22,11,25,43
Driving under the influence of alcohol or drugs,13,12,5,54,11,29,35,55,123,149
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,191,165,92,114,114,245,239,279,295,274
Commercial crime,12,7,11,0,5,2,13,12,7,1
Shoplifting,1,0,0,0,0,0,0,1,0,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,12,4,5,14,8,15,4,4,10
Truck hijacking,0,1,0,0,0,0,0,1,0,0
Robbery at residential premises,1,3,0,1,3,4,16,9,21,20
Robbery at non-residential premises,0,0,0,1,1,7,8,6,13,31
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,17,19,18,20,13,24,18,19,29,21
Public violence,0,0,0,1,0,0,3,0,3,5
Crimen injuria,108,125,38,20,24,23,32,35,36,20
Neglect and ill-treatment of children ,6,1,3,2,3,1,0,4,2,0
Kidnapping,3,1,1,1,2,2,1,4,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tuinplaas (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,1,0,2,0,1
Total Sexual Crimes,2,2,1,2,1,3,3,1,0,4
Attempted murder,3,1,2,0,0,1,0,0,0,1
Assault with the intent to inflict grievous bodily harm,8,13,4,7,4,7,10,13,9,8
Common assault,14,25,27,14,13,9,4,6,11,6
Common robbery,0,1,1,1,3,1,0,0,0,0
Robbery with aggravating circumstances,0,1,2,3,0,1,3,1,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,0,0,0,1,0,0,0
Malicious damage to property,1,1,6,11,2,2,5,3,2,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,2,1,1,5,1,5,1,1,3
Burglary at residential premises,13,11,19,17,25,16,15,21,5,11
Theft of motor vehicle and motorcycle,24,5,4,3,3,1,5,6,0,3
Theft out of or from motor vehicle,0,0,1,0,1,1,0,1,1,1
Stock-theft,10,3,2,6,3,3,4,9,1,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,1,1,0,0,1,0,0,1
Drug-related crime,10,8,1,3,0,4,3,0,18,32
Driving under the influence of alcohol or drugs,2,2,2,3,0,2,2,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,31,33,42,35,53,63,34,43,78,54
Commercial crime,1,0,1,0,1,2,0,1,2,1
Shoplifting,0,1,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,1,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,0,0,0
Robbery at non-residential premises,1,0,0,0,0,0,1,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,3,6,3,3,7,4,2,8,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,5,5,4,3,2,2,1,1,1,0
Neglect and ill-treatment of children ,1,0,0,0,0,0,0,0,0,0
Kidnapping,1,0,0,0,0,1,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tzaneen (LI)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,9,13,12,10,12,10,18,7,12
Total Sexual Crimes,131,121,120,96,84,72,92,79,85,555
Attempted murder,32,17,23,11,7,3,8,7,8,7
Assault with the intent to inflict grievous bodily harm,444,349,361,378,263,269,197,176,225,266
Common assault,724,657,557,518,370,249,193,148,244,226
Common robbery,131,134,93,109,51,45,47,42,53,50
Robbery with aggravating circumstances,157,173,191,170,60,46,52,73,77,83
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,16,18,20,16,7,4,10,4,19
Malicious damage to property,264,211,182,212,145,107,130,100,101,129
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,154,151,209,121,87,86,104,119,114,114
Burglary at residential premises,459,327,395,344,215,269,250,299,236,254
Theft of motor vehicle and motorcycle,71,78,42,45,22,16,13,7,31,31
Theft out of or from motor vehicle,506,394,454,438,190,185,223,192,188,203
Stock-theft,10,11,1,5,6,3,8,11,9,15
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,11,5,20,6,10,9,4,14,6,3
Drug-related crime,51,65,128,96,162,129,105,71,48,84
Driving under the influence of alcohol or drugs,31,37,27,36,82,70,101,78,104,124
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1288,1199,1251,1157,809,524,589,659,723,675
Commercial crime,109,107,97,107,134,215,259,198,248,402
Shoplifting,594,544,497,527,342,460,457,347,363,353
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,6,5,3,0,4,3,2,3,6
Truck hijacking,0,0,0,0,0,0,1,0,1,0
Robbery at residential premises,10,52,73,38,15,11,20,26,11,17
Robbery at non-residential premises,4,4,10,6,7,9,6,11,20,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,26,20,23,17,26,27,28,18,14,19
Public violence,0,0,0,0,2,1,0,0,0,1
Crimen injuria,136,128,124,95,43,36,35,47,45,36
Neglect and ill-treatment of children ,2,3,1,3,0,1,2,5,1,0
Kidnapping,2,5,2,2,2,0,2,0,3,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Vaalwater (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,9,1,2,4,3,8,3,1,5
Total Sexual Crimes,18,35,27,26,28,18,16,22,18,16
Attempted murder,5,1,3,5,6,2,1,1,0,1
Assault with the intent to inflict grievous bodily harm,42,53,38,38,52,42,45,47,56,72
Common assault,88,107,60,38,40,31,38,31,25,29
Common robbery,8,12,4,2,7,9,7,4,9,1
Robbery with aggravating circumstances,9,3,6,8,4,3,0,7,3,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,4,3,5,0,4,1,1,1,2
Malicious damage to property,30,18,25,30,28,29,29,22,21,19
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,26,11,26,10,30,28,31,25,26,31
Burglary at residential premises,73,69,46,61,49,71,54,57,61,75
Theft of motor vehicle and motorcycle,9,4,5,2,4,10,6,5,0,4
Theft out of or from motor vehicle,11,17,12,11,4,14,4,6,3,13
Stock-theft,9,8,1,3,1,1,3,1,2,4
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,2,6,2,6,1,2,2
Drug-related crime,1,12,2,5,5,5,12,10,14,45
Driving under the influence of alcohol or drugs,0,3,1,3,5,4,2,6,2,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,102,92,76,69,104,108,85,91,99,80
Commercial crime,8,5,2,7,6,6,15,15,15,12
Shoplifting,10,8,7,5,8,2,4,7,6,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,1,0,0
Robbery at residential premises,0,0,0,0,0,1,0,3,1,0
Robbery at non-residential premises,0,0,0,0,2,2,0,3,2,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,6,4,2,4,5,2,3,9,6
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,19,28,20,20,16,28,14,14,15,19
Neglect and ill-treatment of children ,0,1,0,0,0,4,1,2,3,4
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Villa Nora (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,5,4,4,3,3,9,4,4,3
Total Sexual Crimes,19,19,20,22,28,29,35,51,33,51
Attempted murder,1,2,1,3,2,7,6,11,7,0
Assault with the intent to inflict grievous bodily harm,86,63,46,50,71,103,113,89,120,117
Common assault,68,65,43,56,64,79,97,120,114,133
Common robbery,5,5,4,7,7,6,20,23,30,21
Robbery with aggravating circumstances,4,1,5,4,6,7,9,6,19,19
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,2,2,2,7,6,1,0,2
Malicious damage to property,33,42,30,43,63,84,78,65,78,68
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,17,39,30,16,78,26,37,36,16,34
Burglary at residential premises,38,27,24,32,35,41,50,49,46,35
Theft of motor vehicle and motorcycle,0,0,2,2,1,4,5,2,6,4
Theft out of or from motor vehicle,0,2,1,2,5,2,2,2,7,6
Stock-theft,19,7,14,10,4,7,13,11,7,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,1,1,0,1,1,1,3,2,2
Drug-related crime,4,7,5,9,5,14,28,22,16,15
Driving under the influence of alcohol or drugs,0,1,2,0,1,2,3,20,6,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,72,60,49,52,69,79,72,70,51,70
Commercial crime,2,2,4,2,3,5,2,3,2,2
Shoplifting,0,0,0,0,0,0,0,1,1,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,2,0
Truck hijacking,1,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,2,1,2,5
Robbery at non-residential premises,0,0,0,0,1,3,6,3,11,11
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,3,3,6,5,7,3,5,4,17
Public violence,0,0,0,0,2,0,0,1,0,0
Crimen injuria,24,32,18,14,22,31,24,21,25,24
Neglect and ill-treatment of children ,1,1,2,0,1,0,2,0,4,2
Kidnapping,1,1,0,0,0,2,5,23,8,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Vuwani (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,6,7,7,8,6,6,9,7,4
Total Sexual Crimes,69,51,89,79,116,118,94,108,119,141
Attempted murder,19,9,6,8,5,1,7,8,8,14
Assault with the intent to inflict grievous bodily harm,348,361,274,287,268,224,205,263,279,270
Common assault,436,451,387,328,193,157,147,166,244,159
Common robbery,86,74,45,60,42,37,26,24,24,26
Robbery with aggravating circumstances,33,12,31,33,54,39,32,42,55,92
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,26,16,16,18,11,11,11,14,16
Malicious damage to property,153,135,123,112,103,101,90,85,107,98
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,101,61,86,63,57,76,65,127,111,122
Burglary at residential premises,171,154,119,127,112,142,176,232,220,196
Theft of motor vehicle and motorcycle,6,2,4,4,0,2,4,3,5,4
Theft out of or from motor vehicle,28,14,26,32,28,13,16,20,33,35
Stock-theft,16,15,7,17,26,5,19,26,16,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,8,1,2,6,5,3,1,2,3
Drug-related crime,64,55,54,42,80,122,115,176,247,208
Driving under the influence of alcohol or drugs,2,7,3,5,9,16,45,7,7,21
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,257,236,215,158,137,154,152,122,123,118
Commercial crime,8,2,4,4,8,13,23,20,21,18
Shoplifting,11,4,6,9,11,5,9,8,3,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,5,1,3,2,2,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,9,8,7,18,13
Robbery at non-residential premises,32,8,1,1,0,8,1,8,8,21
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,10,2,4,7,7,5,5,12,10
Public violence,0,1,0,0,0,0,0,4,0,0
Crimen injuria,56,42,34,20,18,7,11,13,18,8
Neglect and ill-treatment of children ,11,17,11,10,6,10,3,6,4,7
Kidnapping,1,0,0,2,0,0,1,1,2,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Waterpoort (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,3,1,0,0,1,0,1,2,0
Total Sexual Crimes,7,3,0,0,0,2,2,1,1,1
Attempted murder,2,0,0,0,1,2,0,1,0,1
Assault with the intent to inflict grievous bodily harm,54,42,19,30,25,17,13,10,16,9
Common assault,24,27,15,20,12,4,13,13,12,8
Common robbery,1,0,1,1,0,0,0,2,1,1
Robbery with aggravating circumstances,4,0,0,2,1,2,1,0,2,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,0,1,0,0,1,0,0,1
Malicious damage to property,14,8,6,8,7,2,1,6,4,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,2,2,0,4,1,1,0,0,0
Burglary at residential premises,22,22,20,15,21,11,15,16,14,8
Theft of motor vehicle and motorcycle,0,0,0,1,1,0,1,0,0,0
Theft out of or from motor vehicle,1,0,0,1,1,3,5,1,2,4
Stock-theft,2,1,1,0,1,2,5,3,2,4
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,0,2,0,0,0,0,0,1,1
Drug-related crime,2,8,4,1,6,4,3,4,10,4
Driving under the influence of alcohol or drugs,0,0,1,0,0,1,0,0,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,51,53,25,32,32,28,28,17,32,19
Commercial crime,2,1,1,0,4,2,0,1,0,1
Shoplifting,1,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,0,1,3,1,4,0,1,3,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,4,6,5,6,1,1,2,0,2,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Waterval (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,11,4,8,10,4,7,11,12,11
Total Sexual Crimes,48,87,80,45,49,54,65,69,67,63
Attempted murder,9,10,1,5,9,11,3,9,6,11
Assault with the intent to inflict grievous bodily harm,355,408,368,178,192,217,204,216,213,208
Common assault,219,233,171,72,91,120,117,90,102,96
Common robbery,29,59,36,15,34,45,43,33,23,47
Robbery with aggravating circumstances,22,22,19,12,9,18,11,12,13,21
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,22,33,28,20,24,20,19,20,23,14
Malicious damage to property,98,94,102,77,59,96,79,81,71,94
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,64,82,102,63,57,109,57,61,98,102
Burglary at residential premises,188,225,210,115,146,187,206,183,255,211
Theft of motor vehicle and motorcycle,2,2,7,5,4,7,11,7,3,10
Theft out of or from motor vehicle,27,28,18,39,27,20,30,46,30,30
Stock-theft,12,4,5,3,3,7,10,9,4,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,5,6,5,6,6,0,6,4,2
Drug-related crime,20,26,34,46,39,47,64,118,113,96
Driving under the influence of alcohol or drugs,1,1,5,8,9,26,56,44,36,38
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,194,169,138,97,157,158,162,123,188,189
Commercial crime,7,18,22,18,17,11,9,14,36,36
Shoplifting,29,67,18,21,52,51,35,43,21,33
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,5,1,2,4,2,3,1,1,1,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,1,1,1,5,3,3,5
Robbery at non-residential premises,1,0,0,0,1,2,2,3,4,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,11,10,8,9,12,12,13,11,12
Public violence,0,1,1,0,0,0,1,0,0,2
Crimen injuria,41,25,21,12,10,11,8,12,7,10
Neglect and ill-treatment of children ,5,7,5,3,3,5,8,8,7,7
Kidnapping,1,3,1,1,2,1,2,0,1,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Westenburg (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,0,17
Total Sexual Crimes,0,0,0,0,0,0,0,0,0,116
Attempted murder,0,0,0,0,0,0,0,0,0,20
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,0,0,0,242
Common assault,0,0,0,0,0,0,0,0,0,256
Common robbery,0,0,0,0,0,0,0,0,0,125
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,167
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,19
Malicious damage to property,0,0,0,0,0,0,0,0,0,177
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,0,0,0,106
Burglary at residential premises,0,0,0,0,0,0,0,0,0,582
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,0,27
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,0,293
Stock-theft,0,0,0,0,0,0,0,0,0,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,22
Drug-related crime,0,0,0,0,0,0,0,0,0,101
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,0,56
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,0,0,0,0,702
Commercial crime,0,0,0,0,0,0,0,0,0,101
Shoplifting,0,0,0,0,0,0,0,0,0,14
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,14
Truck hijacking,0,0,0,0,0,0,0,0,0,3
Robbery at residential premises,0,0,0,0,0,0,0,0,0,35
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,0,0,41
Public violence,0,0,0,0,0,0,0,0,0,1
Crimen injuria,0,0,0,0,0,0,0,0,0,55
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,3
Kidnapping,0,0,0,0,0,0,0,0,0,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Witpoort (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
