Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mpumalanga  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,6,11,29,2,15,17,4,5,15
Truck hijacking,0,0,0,3,0,0,0,0,0,3
Robbery at residential premises,1,1,6,11,31,46,81,80,105,107
Robbery at non-residential premises,0,0,3,1,5,35,52,64,58,80
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,26,22,23,39,37,38,32,42,30,34
Public violence,6,5,2,4,0,3,6,2,2,7
Crimen injuria,5,2,8,19,8,16,21,14,10,7
Neglect and ill-treatment of children ,29,11,13,7,7,6,2,3,4,3
Kidnapping,2,2,4,9,8,5,11,14,11,13
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Trichardt (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,3,1,2,2,2,2,5,3,2
Total Sexual Crimes,16,9,7,11,15,15,7,2,5,12
Attempted murder,1,4,6,7,8,9,4,1,0,0
Assault with the intent to inflict grievous bodily harm,82,79,65,66,76,62,33,35,23,15
Common assault,71,74,82,84,95,69,53,38,37,25
Common robbery,7,24,26,19,26,26,7,5,9,10
Robbery with aggravating circumstances,19,17,25,27,16,28,20,8,10,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,2,4,6,3,3,5,1,0,1
Malicious damage to property,42,45,38,35,34,39,27,17,13,19
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,29,25,32,31,27,44,25,13,15
Burglary at residential premises,91,83,55,77,55,44,49,30,29,59
Theft of motor vehicle and motorcycle,31,48,40,28,18,21,13,10,11,13
Theft out of or from motor vehicle,40,55,45,47,27,15,16,14,24,18
Stock-theft,21,5,9,11,11,3,0,4,7,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,3,0,0,0,2,0,1,2,0
Drug-related crime,10,18,14,7,3,6,5,13,6,7
Driving under the influence of alcohol or drugs,49,24,6,14,15,25,11,15,15,22
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,209,150,144,170,187,209,131,88,109,134
Commercial crime,21,26,30,26,29,14,33,27,32,27
Shoplifting,14,14,5,5,6,4,5,4,4,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,2,1,0,1,5,2,0,1,2
Truck hijacking,0,0,0,3,0,3,2,1,0,1
Robbery at residential premises,0,0,0,0,0,0,1,2,3,1
Robbery at non-residential premises,0,1,0,1,2,1,1,0,2,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,7,10,7,11,9,14,7,10,8
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,21,14,30,33,22,32,7,8,10,7
Neglect and ill-treatment of children ,1,0,0,0,1,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tweefontein (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,11,6,5,10,11,4,12,10,8
Total Sexual Crimes,70,101,82,89,67,65,68,74,47,33
Attempted murder,36,30,20,18,12,13,19,13,10,7
Assault with the intent to inflict grievous bodily harm,348,329,326,293,293,274,239,231,203,145
Common assault,219,227,224,143,121,100,70,89,64,38
Common robbery,77,101,105,116,66,69,37,35,36,25
Robbery with aggravating circumstances,147,135,114,101,74,73,66,49,59,40
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,4,7,10,10,6,5,2,3,2
Malicious damage to property,108,118,122,126,108,82,95,95,75,56
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,49,14,24,62,96,55,70,82,89
Burglary at residential premises,297,337,272,204,200,212,203,203,145,144
Theft of motor vehicle and motorcycle,17,19,8,11,7,11,22,6,9,8
Theft out of or from motor vehicle,18,26,19,11,17,19,17,21,21,21
Stock-theft,47,20,35,31,27,49,48,56,49,27
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,23,31,14,13,13,10,15,5,4,12
Drug-related crime,11,17,18,18,33,53,89,82,75,110
Driving under the influence of alcohol or drugs,0,3,4,25,27,22,17,28,55,24
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,285,163,263,217,246,279,118,472,294,154
Commercial crime,7,11,5,6,3,5,7,2,2,14
Shoplifting,1,2,1,2,2,0,0,2,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,29,7,3,4,3,4,3,2,6,1
Truck hijacking,36,1,0,0,0,0,0,2,0,0
Robbery at residential premises,21,62,2,6,1,3,1,1,11,4
Robbery at non-residential premises,10,0,0,1,1,2,2,7,12,17
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,10,9,14,12,10,6,9,4,8
Public violence,0,0,0,0,0,1,0,0,0,1
Crimen injuria,30,19,50,23,26,31,10,14,8,1
Neglect and ill-treatment of children ,8,7,14,8,14,14,4,2,1,0
Kidnapping,16,9,3,5,2,2,0,0,2,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Vaalbank (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,11,29,6,4,10,17,7,2,4,10
Total Sexual Crimes,83,83,74,95,67,69,70,81,48,58
Attempted murder,19,18,16,19,16,23,22,13,7,10
Assault with the intent to inflict grievous bodily harm,320,301,298,278,272,295,305,258,221,157
Common assault,55,87,75,90,106,110,138,96,66,52
Common robbery,9,6,63,59,50,53,44,25,21,26
Robbery with aggravating circumstances,115,114,104,109,80,86,82,80,68,66
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,6,6,8,2,4,7,9,2,2
Malicious damage to property,52,64,62,56,74,89,66,66,54,43
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,74,53,14,13,13,35,64,73,62,73
Burglary at residential premises,160,130,180,167,176,161,118,94,100,129
Theft of motor vehicle and motorcycle,25,30,9,21,18,16,17,29,22,18
Theft out of or from motor vehicle,15,22,10,5,13,14,11,11,29,25
Stock-theft,41,34,31,49,61,69,85,74,50,38
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,14,7,14,7,15,10,14,8,8,7
Drug-related crime,8,10,6,13,20,14,26,38,25,20
Driving under the influence of alcohol or drugs,5,7,4,3,3,3,10,19,28,45
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,134,117,104,147,274,116,116,153,189,147
Commercial crime,3,7,5,6,7,2,2,7,4,5
Shoplifting,1,1,0,1,1,1,0,2,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,8,15,10,10,10,8,4,5,3,2
Truck hijacking,0,0,0,1,1,1,1,0,0,0
Robbery at residential premises,0,0,4,3,11,13,14,9,10,7
Robbery at non-residential premises,0,0,1,1,3,11,13,36,26,25
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,25,10,5,8,7,7,10,14,10
Public violence,0,0,0,1,0,0,0,3,0,1
Crimen injuria,16,24,35,28,12,2,11,22,12,6
Neglect and ill-treatment of children ,2,2,2,7,2,4,2,2,3,0
Kidnapping,1,5,1,1,2,3,4,5,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Val (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,1,2,1,1,0,1,0,0,0
Total Sexual Crimes,5,6,3,1,1,5,1,2,4,1
Attempted murder,2,1,0,4,0,1,0,0,0,0
Assault with the intent to inflict grievous bodily harm,18,24,21,16,11,17,10,11,12,6
Common assault,6,11,6,8,5,5,1,3,11,8
Common robbery,2,2,0,0,2,0,0,1,1,1
Robbery with aggravating circumstances,4,5,5,5,2,3,1,0,5,7
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,0,5,1,2,0,0,3,0,0
Malicious damage to property,9,4,4,9,5,2,4,5,9,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,4,3,1,0,1,2,0,4,1,0
Burglary at residential premises,23,22,9,12,9,9,7,4,12,12
Theft of motor vehicle and motorcycle,12,9,1,2,0,0,2,6,1,4
Theft out of or from motor vehicle,5,2,4,1,0,1,1,7,1,3
Stock-theft,21,16,15,10,16,25,21,27,26,36
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,2,1
Drug-related crime,1,1,6,4,1,0,0,2,4,1
Driving under the influence of alcohol or drugs,0,1,1,0,2,1,1,2,2,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,37,35,17,41,38,15,35,29,32,21
Commercial crime,0,2,2,0,0,0,1,4,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,2,0,1,1,0,1,2
Truck hijacking,0,1,1,1,2,1,0,0,3,1
Robbery at residential premises,0,0,0,0,0,1,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,6,6,4,4,5,7,8,4,3
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,4,2,6,2,5,2,3,5,0
Neglect and ill-treatment of children ,0,1,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Verena (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,5,1,4,4,5,2,2,6,4
Total Sexual Crimes,15,31,29,21,36,23,24,27,16,19
Attempted murder,10,12,1,3,6,7,3,2,1,2
Assault with the intent to inflict grievous bodily harm,71,67,90,73,69,75,59,57,71,52
Common assault,41,55,47,51,52,46,50,39,22,24
Common robbery,25,34,25,36,18,10,13,15,16,7
Robbery with aggravating circumstances,48,72,42,43,45,39,49,29,46,37
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,3,5,3,4,2,6,2,4,4
Malicious damage to property,12,22,31,34,37,25,24,14,20,19
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,8,4,21,31,34,26,28,34,42
Burglary at residential premises,77,85,100,92,72,81,57,58,70,65
Theft of motor vehicle and motorcycle,4,3,6,6,3,10,5,1,3,6
Theft out of or from motor vehicle,3,11,14,6,5,7,6,8,19,9
Stock-theft,18,27,28,28,27,25,23,41,40,32
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,11,4,3,5,4,3,2,4,10
Drug-related crime,0,6,11,8,9,1,15,10,18,28
Driving under the influence of alcohol or drugs,0,0,0,2,7,4,4,135,27,13
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,91,52,90,79,127,84,54,80,120,63
Commercial crime,1,3,2,1,5,2,3,4,7,9
Shoplifting,1,0,0,3,0,1,0,3,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,17,9,3,5,6,1,3,6,4
Truck hijacking,0,0,1,0,0,1,0,4,4,2
Robbery at residential premises,3,14,7,11,10,6,8,5,6,7
Robbery at non-residential premises,8,3,1,2,2,6,16,7,12,17
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,11,14,10,17,13,11,11,9,10
Public violence,0,0,0,2,0,0,0,0,0,2
Crimen injuria,1,4,8,2,4,0,0,1,4,0
Neglect and ill-treatment of children ,0,2,0,1,1,0,3,3,0,1
Kidnapping,2,0,0,0,0,1,1,1,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Volksrust (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,6,11,8,5,6,5,5,6,5
Total Sexual Crimes,26,37,37,40,27,32,32,30,36,23
Attempted murder,11,6,8,6,3,4,3,2,2,1
Assault with the intent to inflict grievous bodily harm,179,147,152,148,154,164,119,97,102,121
Common assault,187,179,146,175,156,174,139,110,117,112
Common robbery,24,46,41,64,30,41,28,25,29,17
Robbery with aggravating circumstances,16,18,16,14,15,15,21,36,17,24
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,6,2,4,6,6,0,3,1,0
Malicious damage to property,95,106,80,79,98,123,69,77,73,60
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,48,51,74,51,37,31,42,47,26,33
Burglary at residential premises,157,154,161,129,132,207,150,145,141,132
Theft of motor vehicle and motorcycle,29,50,48,30,44,33,20,29,13,10
Theft out of or from motor vehicle,82,61,78,48,34,33,32,39,33,33
Stock-theft,139,118,115,93,101,146,92,90,99,78
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,3,3,2,1,6,3,2,1,1
Drug-related crime,15,17,56,23,6,6,6,20,48,47
Driving under the influence of alcohol or drugs,11,8,22,17,11,52,41,14,24,31
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,303,248,264,288,214,217,214,168,150,224
Commercial crime,22,15,28,27,19,29,24,42,25,32
Shoplifting,30,16,18,14,15,37,42,69,78,49
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,1,1,0,2,1,1,0,0,0
Truck hijacking,0,0,1,1,2,1,0,0,2,6
Robbery at residential premises,0,1,0,2,1,1,2,5,4,4
Robbery at non-residential premises,0,0,0,0,0,2,10,15,6,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,11,7,11,10,9,9,11,9,6
Public violence,0,0,0,0,0,9,1,0,0,0
Crimen injuria,39,37,30,37,33,21,15,27,26,28
Neglect and ill-treatment of children ,1,0,2,2,0,1,2,2,1,0
Kidnapping,0,0,0,1,2,1,0,2,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Vosman (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,58,74,39,37,29,39,45,34,33,35
Total Sexual Crimes,246,239,247,197,188,176,203,158,166,185
Attempted murder,133,144,76,69,54,50,51,38,34,34
Assault with the intent to inflict grievous bodily harm,1747,1540,1303,1098,961,1033,773,831,745,677
Common assault,680,830,612,487,442,567,432,342,371,285
Common robbery,243,326,339,263,188,146,152,117,146,112
Robbery with aggravating circumstances,590,603,512,391,281,358,295,265,304,270
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,32,30,37,35,33,47,25,17,18,15
Malicious damage to property,650,691,573,443,392,400,399,348,307,303
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,42,57,42,83,143,121,143,164,171,146
Burglary at residential premises,1131,1148,1010,810,827,687,678,758,834,803
Theft of motor vehicle and motorcycle,216,229,139,141,152,184,270,176,111,163
Theft out of or from motor vehicle,219,211,170,152,170,146,245,204,201,320
Stock-theft,32,12,13,7,4,14,8,9,12,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,38,45,34,40,33,22,34,29,26,33
Drug-related crime,34,40,104,122,133,152,184,261,328,440
Driving under the influence of alcohol or drugs,56,37,14,35,57,41,52,78,149,186
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1846,1628,1367,1027,908,847,683,731,697,630
Commercial crime,27,38,27,19,19,28,44,71,114,161
Shoplifting,5,16,12,11,2,2,2,9,3,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,29,34,54,31,35,33,40,25,25,21
Truck hijacking,3,2,7,2,6,6,3,3,3,2
Robbery at residential premises,4,18,9,11,19,35,43,32,23,35
Robbery at non-residential premises,5,5,3,18,20,60,58,72,101,94
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,39,44,42,38,37,56,41,47,49,29
Public violence,5,5,0,1,1,0,1,1,1,16
Crimen injuria,162,115,84,71,33,53,70,22,26,11
Neglect and ill-treatment of children ,11,16,18,16,10,8,9,6,5,6
Kidnapping,8,3,0,2,2,10,11,8,10,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Wakkerstroom (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,0,1,0,3,1,0,1,2
Total Sexual Crimes,6,8,7,11,6,8,12,5,9,4
Attempted murder,5,2,1,1,4,1,2,0,1,1
Assault with the intent to inflict grievous bodily harm,34,43,41,33,33,43,40,32,35,29
Common assault,50,47,54,45,40,37,49,21,23,23
Common robbery,3,2,6,7,5,3,3,2,1,2
Robbery with aggravating circumstances,1,1,1,0,1,5,1,1,3,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,2,0,1,2,1,1,1,2
Malicious damage to property,12,14,17,14,13,20,17,10,10,7
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,2,1,5,4,6,5,5,4,0
Burglary at residential premises,54,59,41,25,44,36,37,29,28,24
Theft of motor vehicle and motorcycle,0,1,10,2,5,3,5,0,6,0
Theft out of or from motor vehicle,3,6,2,3,4,4,2,9,5,0
Stock-theft,87,55,73,96,78,80,87,71,86,53
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,1,1,2,1,0,0,0,2
Drug-related crime,1,0,3,0,1,1,5,6,5,6
Driving under the influence of alcohol or drugs,0,0,1,0,6,3,4,5,5,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,71,79,49,54,43,65,53,35,36,34
Commercial crime,2,3,4,4,3,1,5,0,2,2
Shoplifting,0,1,0,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,0,0,2,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,1,1,2,1,0,0,1,1
Public violence,0,0,0,0,0,2,0,0,1,0
Crimen injuria,13,18,22,8,12,9,10,11,4,7
Neglect and ill-treatment of children ,0,0,0,0,1,0,0,0,0,1
Kidnapping,0,2,0,0,0,1,1,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Waterval Boven (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,1,1,1,3,1,1,0,2
Total Sexual Crimes,14,7,9,11,7,8,10,14,11,15
Attempted murder,6,4,3,4,2,3,1,0,0,2
Assault with the intent to inflict grievous bodily harm,76,83,71,70,63,46,44,32,45,40
Common assault,110,95,97,85,66,59,66,61,26,30
Common robbery,2,2,2,5,4,5,1,3,4,2
Robbery with aggravating circumstances,12,31,20,17,15,25,9,12,7,9
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,3,1,3,1,1,2,2,1,1
Malicious damage to property,63,55,37,42,28,50,33,35,30,40
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,38,34,24,19,16,7,5,21,16,24
Burglary at residential premises,110,100,69,86,114,143,89,47,74,68
Theft of motor vehicle and motorcycle,8,7,11,4,2,20,3,3,1,3
Theft out of or from motor vehicle,55,31,44,49,41,37,13,21,23,28
Stock-theft,19,9,16,12,9,19,12,6,9,22
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,2,1,1,4,0,0,2,3
Drug-related crime,6,12,10,6,4,5,9,21,17,32
Driving under the influence of alcohol or drugs,1,7,5,1,5,3,5,6,11,12
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,155,157,123,106,95,108,116,102,119,94
Commercial crime,4,10,5,4,2,7,14,18,8,12
Shoplifting,5,5,1,1,2,1,0,1,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,3,3,1,1,0,0,1
Truck hijacking,0,0,1,0,0,0,0,2,0,0
Robbery at residential premises,0,0,0,2,0,6,1,5,2,3
Robbery at non-residential premises,0,0,0,1,0,1,0,1,2,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,17,15,12,12,14,6,7,7,8
Public violence,0,0,2,0,0,0,2,0,0,1
Crimen injuria,15,9,9,13,8,9,14,11,5,8
Neglect and ill-treatment of children ,0,0,0,2,0,0,1,3,0,0
Kidnapping,0,0,1,0,0,1,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Witbank (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,34,21,28,28,35,55,33,32,36,24
Total Sexual Crimes,96,96,132,138,129,152,113,132,133,110
