Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  KwaZulu-Natal  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Robbery at residential premises,2,1,2,0,1,6,16,11,14,7
Robbery at non-residential premises,0,1,1,0,4,4,5,4,1,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,11,14,7,22,6,10,4,6,7
Public violence,0,1,0,0,0,2,0,0,0,0
Crimen injuria,3,8,2,3,4,7,9,22,7,4
Neglect and ill-treatment of children ,1,1,1,0,0,0,0,1,0,1
Kidnapping,0,0,2,0,0,2,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Scottburgh (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,19,22,15,15,19,10,9,7,6,8
Total Sexual Crimes,54,49,34,35,26,43,39,37,47,38
Attempted murder,26,25,24,12,27,16,16,8,14,8
Assault with the intent to inflict grievous bodily harm,102,59,74,78,89,82,77,94,78,79
Common assault,114,136,147,158,125,149,155,150,182,188
Common robbery,24,26,18,27,32,31,36,21,19,15
Robbery with aggravating circumstances,63,42,56,70,59,67,69,73,66,71
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,2,5,3,0,0,0,4,4,2
Malicious damage to property,95,41,46,69,84,62,57,66,88,74
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,77,65,42,37,78,99,71,91,80,75
Burglary at residential premises,311,247,282,284,208,274,330,294,371,342
Theft of motor vehicle and motorcycle,94,75,75,79,75,72,70,60,64,85
Theft out of or from motor vehicle,208,120,117,143,121,110,48,49,76,60
Stock-theft,7,3,4,3,4,1,4,6,3,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,22,24,31,24,9,24,9,22,18
Drug-related crime,55,160,211,142,238,280,181,146,174,204
Driving under the influence of alcohol or drugs,29,48,113,155,166,135,129,124,45,71
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,359,251,255,249,222,274,238,291,310,316
Commercial crime,63,49,46,59,35,66,83,85,117,74
Shoplifting,32,32,41,56,31,35,46,62,48,52
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,1,3,9,9,7,13,9,5,5
Truck hijacking,2,0,0,0,0,0,0,1,0,1
Robbery at residential premises,4,1,2,4,13,9,18,14,15,15
Robbery at non-residential premises,0,0,0,0,1,10,7,11,13,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,26,21,15,19,25,13,19,22,12,18
Public violence,0,2,0,0,0,0,1,2,1,0
Crimen injuria,25,35,47,31,29,35,25,18,28,22
Neglect and ill-treatment of children ,3,1,4,4,4,2,0,3,0,2
Kidnapping,4,0,1,0,3,4,4,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Southport (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,8,9,5,2,8,7,7,9,1
Total Sexual Crimes,26,36,30,28,18,14,34,40,28,20
Attempted murder,21,9,7,8,4,7,6,12,7,7
Assault with the intent to inflict grievous bodily harm,79,83,57,59,51,57,72,54,66,58
Common assault,69,51,44,42,63,49,67,69,57,51
Common robbery,13,12,10,10,11,12,15,8,6,13
Robbery with aggravating circumstances,15,18,13,15,21,21,52,58,39,59
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,0,1,4,1,0,6,0,3,2
Malicious damage to property,62,37,30,29,26,25,30,30,37,34
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,30,30,12,17,32,37,22,32,25,26
Burglary at residential premises,263,220,158,161,126,147,214,216,193,205
Theft of motor vehicle and motorcycle,33,22,53,34,32,32,38,33,43,33
Theft out of or from motor vehicle,79,60,35,32,32,30,66,57,37,28
Stock-theft,11,5,2,1,1,2,1,1,6,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,12,6,25,8,5,1,11,12,13,5
Drug-related crime,40,85,65,80,96,65,96,105,84,137
Driving under the influence of alcohol or drugs,17,12,32,55,47,45,39,15,13,19
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,249,174,145,119,78,85,97,102,102,112
Commercial crime,5,4,12,6,7,8,9,3,18,5
Shoplifting,3,1,2,1,2,1,0,3,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,6,0,2,2,1,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,3,6,23,16,16,20
Robbery at non-residential premises,0,0,1,0,2,1,5,1,3,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,13,11,12,14,10,10,7,10,10
Public violence,0,0,0,2,0,0,0,0,0,0
Crimen injuria,8,5,8,15,6,7,3,4,3,12
Neglect and ill-treatment of children ,1,1,5,4,2,0,3,0,0,0
Kidnapping,1,1,0,3,1,1,0,6,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  St Faiths (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,18,8,9,7,11,13,8,3,8,5
Total Sexual Crimes,18,34,27,26,28,24,21,20,19,16
Attempted murder,9,6,8,3,4,4,5,5,3,3
Assault with the intent to inflict grievous bodily harm,85,74,59,55,82,74,52,56,48,47
Common assault,9,2,4,11,22,19,22,14,30,20
Common robbery,18,13,10,8,13,10,13,6,6,7
Robbery with aggravating circumstances,8,5,11,12,11,12,16,10,7,14
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,0,0,0,0,1,0
Malicious damage to property,16,10,7,13,15,20,15,16,18,8
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,0,5,11,5,8,10,12,12,13
Burglary at residential premises,50,44,22,24,30,38,28,35,48,40
Theft of motor vehicle and motorcycle,3,1,3,4,1,0,1,0,3,1
Theft out of or from motor vehicle,6,2,2,1,1,1,1,3,6,3
Stock-theft,15,3,1,4,3,10,8,4,6,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,26,32,38,4,4,8,22,15,13,16
Drug-related crime,107,186,215,136,77,90,148,216,284,311
Driving under the influence of alcohol or drugs,3,1,2,2,1,1,2,6,3,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,25,13,9,15,21,27,20,27,33,21
Commercial crime,1,2,1,2,1,4,1,1,6,2
Shoplifting,0,0,1,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,1,0,1,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,8,3,0,0,2,6,9,4,1,7
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,2,1,3,1,1,3,5,0,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,0,0,0,2,1,2,2,4,6,4
Neglect and ill-treatment of children ,1,1,0,0,1,0,0,0,0,0
Kidnapping,0,0,1,0,0,0,1,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sundumbili (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,39,61,67,66,73,68,62,34,31,38
Total Sexual Crimes,115,115,102,84,104,99,99,73,98,87
Attempted murder,87,66,90,76,63,99,59,42,19,32
Assault with the intent to inflict grievous bodily harm,265,210,271,234,223,250,259,192,195,189
Common assault,136,198,214,232,176,141,211,218,197,172
Common robbery,69,80,71,49,33,34,28,31,22,31
Robbery with aggravating circumstances,229,185,190,203,191,207,184,120,83,131
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,15,14,8,8,7,8,11,8,4,8
Malicious damage to property,64,73,64,63,61,68,56,65,64,62
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,24,27,17,29,30,54,53,40,81,61
Burglary at residential premises,392,331,332,312,379,358,253,215,240,279
Theft of motor vehicle and motorcycle,36,26,26,26,14,38,27,21,19,27
Theft out of or from motor vehicle,49,33,19,12,19,24,14,24,33,36
Stock-theft,22,30,23,29,44,51,41,26,48,30
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,55,61,45,53,46,56,77,94,39,28
Drug-related crime,24,62,53,81,75,49,98,145,220,250
Driving under the influence of alcohol or drugs,36,30,31,47,34,20,35,19,44,49
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,211,115,97,97,73,101,98,111,108,119
Commercial crime,13,10,24,28,49,30,44,163,130,220
Shoplifting,93,91,69,27,144,167,121,116,93,107
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,11,9,14,9,20,19,10,6,3,4
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,8,23,19,43,69,89,108,50,38,73
Robbery at non-residential premises,0,0,1,0,4,14,17,11,10,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,8,2,6,7,10,5,3,6,2
Public violence,0,0,2,0,0,0,2,1,0,1
Crimen injuria,3,10,1,2,3,6,0,5,2,2
Neglect and ill-treatment of children ,5,4,4,2,2,0,0,0,1,1
Kidnapping,6,7,3,7,1,3,5,5,4,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Swartberg (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,1,0,3,2,1,1,0,1,0
Total Sexual Crimes,3,6,8,4,4,4,6,6,2,4
Attempted murder,5,4,1,2,0,0,0,0,1,2
Assault with the intent to inflict grievous bodily harm,31,27,32,11,8,12,19,11,14,12
Common assault,6,4,5,6,1,3,3,8,6,3
Common robbery,1,2,1,0,0,0,1,1,0,0
Robbery with aggravating circumstances,2,0,0,0,1,0,1,1,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,0,0,0,1,2,0,0,0
Malicious damage to property,14,9,8,6,1,2,7,6,7,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,1,0,3,0,4,0,2,3
Burglary at residential premises,26,19,16,16,9,19,18,18,9,15
Theft of motor vehicle and motorcycle,0,0,1,0,1,0,0,1,0,1
Theft out of or from motor vehicle,2,0,4,1,0,2,1,1,1,4
Stock-theft,56,40,50,45,36,43,43,32,70,58
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,3,2,2,0,0,0,0,1,0
Drug-related crime,6,10,18,21,10,2,6,15,15,13
Driving under the influence of alcohol or drugs,0,3,3,0,1,1,3,2,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,21,17,16,8,22,12,21,19,8,16
Commercial crime,0,1,1,0,0,0,0,0,1,0
Shoplifting,0,1,1,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,0,3,2,5,1,0,2,5
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,3,3,11,5,0,0,1,0,0,1
Neglect and ill-treatment of children ,0,1,1,1,2,0,1,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sydenham (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,36,33,27,26,28,29,21,25,26
Total Sexual Crimes,95,104,85,71,76,68,73,87,83,88
Attempted murder,90,65,49,45,27,27,31,54,37,30
Assault with the intent to inflict grievous bodily harm,168,146,130,138,123,141,194,207,163,181
Common assault,414,391,299,287,258,249,305,338,309,266
Common robbery,118,57,35,31,34,27,61,114,107,117
Robbery with aggravating circumstances,408,365,329,299,217,202,246,378,333,373
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,6,7,1,1,3,6,8,4,4
Malicious damage to property,190,167,131,105,79,69,88,208,188,201
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,32,108,54,38,36,31,57,114,91,85
Burglary at residential premises,549,548,511,398,256,325,463,587,472,685
Theft of motor vehicle and motorcycle,303,351,279,210,202,185,260,291,278,204
Theft out of or from motor vehicle,411,312,249,150,134,66,181,344,289,419
Stock-theft,1,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,30,38,48,66,45,50,34,32,27,33
Drug-related crime,192,329,404,473,497,503,712,684,799,862
Driving under the influence of alcohol or drugs,89,167,231,274,287,366,245,107,280,303
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,697,659,492,335,334,324,441,682,690,764
Commercial crime,69,69,84,89,132,132,151,137,128,144
Shoplifting,40,53,41,33,33,61,108,150,133,88
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,100,94,72,60,46,38,53,89,78,87
Truck hijacking,1,0,0,0,0,0,1,0,1,0
Robbery at residential premises,16,6,16,40,42,39,41,63,47,62
Robbery at non-residential premises,10,4,19,31,34,28,32,27,36,43
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,37,36,35,33,37,32,30,33,56,38
Public violence,4,7,0,4,0,1,3,0,3,5
Crimen injuria,89,66,56,49,43,25,33,51,40,30
Neglect and ill-treatment of children ,6,6,7,3,2,5,6,6,3,14
Kidnapping,8,6,4,6,4,3,4,8,4,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Taylors Halt (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,32,31,29,19,39,28,31,37,21,27
Total Sexual Crimes,56,73,80,65,62,76,111,74,76,102
Attempted murder,30,13,18,19,18,19,26,18,7,7
Assault with the intent to inflict grievous bodily harm,183,243,212,263,265,301,261,190,201,195
Common assault,46,62,41,75,80,110,110,103,106,108
Common robbery,40,39,25,33,34,40,30,30,25,31
Robbery with aggravating circumstances,24,28,24,26,44,31,32,41,25,26
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,6,7,10,13,9,2,8,8,2
Malicious damage to property,52,51,48,49,60,69,53,53,51,67
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,22,9,0,2,15,17,26,44,36,63
Burglary at residential premises,222,219,167,258,239,248,224,184,183,206
Theft of motor vehicle and motorcycle,10,5,7,7,12,14,16,13,9,7
Theft out of or from motor vehicle,16,15,19,13,12,14,8,16,19,18
Stock-theft,58,62,85,90,171,194,154,119,132,142
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,25,17,7,5,9,5,13,22,14,17
Drug-related crime,86,38,46,85,117,104,149,178,205,218
Driving under the influence of alcohol or drugs,4,2,1,6,1,2,9,15,16,21
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,111,121,78,88,66,136,101,171,136,128
Commercial crime,6,2,8,1,4,11,2,5,3,0
Shoplifting,0,1,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,2,2,0,2,6,3,3,2,2
Truck hijacking,0,0,0,0,1,0,0,0,0,0
Robbery at residential premises,4,1,3,6,21,6,5,13,5,5
Robbery at non-residential premises,0,0,0,0,1,5,9,6,3,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,14,13,23,22,24,17,21,12,12
Public violence,0,0,2,0,0,0,0,1,0,0
Crimen injuria,0,3,2,10,7,12,14,8,5,5
Neglect and ill-treatment of children ,0,3,0,1,1,1,0,3,3,0
Kidnapping,0,1,0,1,1,0,4,1,1,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Thornville (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,9,6,16,12,10,10,9,11,8
Total Sexual Crimes,15,16,20,19,20,21,22,23,18,6
Attempted murder,12,4,1,8,3,5,7,3,5,5
Assault with the intent to inflict grievous bodily harm,28,37,46,52,44,33,48,29,41,29
Common assault,45,48,68,51,39,46,32,48,41,25
Common robbery,11,4,8,15,8,8,11,9,15,0
Robbery with aggravating circumstances,16,17,15,22,16,20,26,27,13,17
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,2,5,0,1,0,0
Malicious damage to property,32,19,34,36,30,20,27,19,16,28
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,11,8,7,14,5,3,7,7,7
Burglary at residential premises,81,76,62,106,123,85,83,72,93,45
Theft of motor vehicle and motorcycle,2,12,6,2,7,4,6,5,2,9
Theft out of or from motor vehicle,11,13,13,8,7,8,6,21,11,10
Stock-theft,19,11,13,16,25,22,27,24,23,23
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,1,2,3,0,6,7,6,9,8
Drug-related crime,3,10,24,16,45,51,62,68,81,94
Driving under the influence of alcohol or drugs,4,6,1,3,1,0,6,3,3,4
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,104,101,64,91,62,83,66,94,59,55
Commercial crime,0,0,0,1,3,4,0,0,0,1
Shoplifting,1,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,4,0,4,1,1,8,3,3,1
Truck hijacking,0,0,1,0,0,2,0,0,0,0
Robbery at residential premises,0,5,5,8,8,11,8,19,3,2
Robbery at non-residential premises,0,0,0,0,0,0,3,2,3,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,7,4,6,2,5,12,3,6,8
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,3,1,8,7,9,1,2,11,4,4
Neglect and ill-treatment of children ,0,0,0,0,0,0,1,1,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tongaat (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,30,31,25,34,38,44,38,39,23,17
Total Sexual Crimes,88,90,106,134,85,120,89,82,96,93
Attempted murder,42,41,35,34,44,41,38,33,46,31
Assault with the intent to inflict grievous bodily harm,136,135,161,192,199,197,192,169,186,157
Common assault,403,390,377,428,348,396,283,249,358,296
Common robbery,108,64,58,75,59,59,58,57,78,86
Robbery with aggravating circumstances,211,188,176,190,235,277,202,219,168,161
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,3,7,5,8,7,6,2,6,11
Malicious damage to property,133,105,86,109,105,120,106,105,109,119
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,88,80,69,74,84,94,119,102,86,91
Burglary at residential premises,300,296,234,271,275,275,299,264,373,420
Theft of motor vehicle and motorcycle,88,79,85,114,127,158,102,115,46,78
Theft out of or from motor vehicle,305,232,201,156,72,99,105,103,112,129
Stock-theft,5,3,2,2,2,1,3,1,2,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,46,35,46,49,37,34,25,47,46,32
Drug-related crime,223,269,342,387,371,339,359,265,387,476
Driving under the influence of alcohol or drugs,47,84,93,96,103,190,74,69,126,89
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,495,361,316,314,341,405,421,439,471,399
Commercial crime,40,34,36,35,42,42,45,45,41,33
Shoplifting,60,55,39,27,72,54,39,9,15,11
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,29,20,7,34,39,42,15,7,10,13
Truck hijacking,1,1,0,1,1,0,0,0,0,0
Robbery at residential premises,15,20,20,33,32,48,45,55,38,37
Robbery at non-residential premises,1,1,1,3,18,34,17,20,31,26
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,29,21,23,25,26,20,31,26,8,18
Public violence,1,4,0,0,1,4,3,1,3,1
Crimen injuria,93,89,82,103,56,58,57,54,75,63
Neglect and ill-treatment of children ,4,1,4,2,2,1,2,2,3,4
