Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gauteng for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,39,34,31,45,42,47,41,51,35,41
Total Sexual Crimes,150,169,133,142,141,162,165,158,132,113
Attempted murder,64,49,44,38,40,32,68,42,51,53
Assault with the intent to inflict grievous bodily harm,147,205,225,201,213,259,246,278,299,372
Common assault,1071,973,860,778,711,799,823,685,660,565
Common robbery,347,380,256,170,192,190,199,221,176,144
Robbery with aggravating circumstances,540,534,433,461,598,610,589,618,484,486
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,25,30,25,31,39,27,30,36,28
Malicious damage to property,530,470,441,413,434,564,595,491,405,444
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,395,318,239,372,349,576,424,470,400,376
Burglary at residential premises,1374,1079,879,915,909,960,1141,1035,818,836
Theft of motor vehicle and motorcycle,552,437,428,441,545,608,638,567,407,426
Theft out of or from motor vehicle,675,520,614,511,486,512,579,451,404,424
Stock-theft,4,4,2,4,2,9,11,1,7,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,84,42,47,57,34,66,43,22,30,18
Drug-related crime,93,89,88,99,45,46,47,99,133,253
Driving under the influence of alcohol or drugs,134,144,260,235,188,393,89,79,134,175
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2239,1963,1350,1555,1594,1774,1749,1580,1420,1277
Commercial crime,379,320,298,334,335,391,532,555,599,555
Shoplifting,349,327,292,337,302,378,335,324,328,280
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,163,77,68,114,135,121,109,132,119,104
Truck hijacking,13,8,14,11,15,25,18,8,13,8
Robbery at residential premises,24,32,27,41,56,103,106,91,75,97
Robbery at non-residential premises,15,14,32,62,87,109,109,86,70,99
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,42,47,54,43,51,69,66,51,48,40
Public violence,1,2,2,3,0,0,0,4,1,8
Crimen injuria,118,117,99,80,67,68,72,90,52,38
Neglect and ill-treatment of children ,15,14,6,9,3,4,5,7,4,6
Kidnapping,3,0,6,5,9,12,10,12,16,17
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sunnyside (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,21,20,17,15,6,11,8,7,4,7
Total Sexual Crimes,138,167,162,115,112,117,121,128,106,90
Attempted murder,76,51,54,51,35,28,27,35,7,16
Assault with the intent to inflict grievous bodily harm,400,313,360,367,315,342,307,300,238,119
Common assault,1000,967,831,840,736,754,793,809,594,688
Common robbery,976,542,661,734,336,319,493,478,329,249
Robbery with aggravating circumstances,1272,1367,1326,1214,717,770,755,615,424,459
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,11,17,10,6,4,6,3,10,1
Malicious damage to property,585,566,647,677,522,611,592,599,601,578
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,156,150,162,299,229,242,124,115,105,116
Burglary at residential premises,1100,1038,875,732,597,780,865,954,934,675
Theft of motor vehicle and motorcycle,1360,1142,1327,1284,1305,1129,884,821,658,621
Theft out of or from motor vehicle,1595,1485,1525,1078,890,1011,1239,1212,1486,1754
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,25,25,35,19,28,26,18,21,20,17
Drug-related crime,334,275,567,664,624,654,472,565,592,724
Driving under the influence of alcohol or drugs,94,102,94,108,163,392,250,269,329,480
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,4379,4289,2984,2767,1960,1969,2095,2211,1918,1891
Commercial crime,530,506,550,578,533,654,864,748,647,602
Shoplifting,255,326,279,244,265,425,504,392,379,374
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,159,119,136,113,66,112,110,84,50,24
Truck hijacking,0,1,1,0,0,0,2,2,0,0
Robbery at residential premises,120,126,122,109,63,104,127,76,56,72
Robbery at non-residential premises,7,14,19,35,36,37,27,24,12,22
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,16,13,15,16,14,17,11,8,15
Public violence,2,2,7,2,1,1,2,22,2,1
Crimen injuria,152,165,153,155,76,85,67,75,73,59
Neglect and ill-treatment of children ,10,8,3,10,5,6,1,6,3,2
Kidnapping,11,7,2,3,8,5,4,17,9,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tarlton (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Tarlton was established from Muldersdrift December 2009,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,2,3,4
Total Sexual Crimes,0,0,0,0,0,0,10,19,25,35
Attempted murder,0,0,0,0,0,0,2,7,3,3
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,56,139,153,157
Common assault,0,0,0,0,0,0,48,92,83,69
Common robbery,0,0,0,0,0,0,13,9,9,6
Robbery with aggravating circumstances,0,0,0,0,0,0,13,33,21,38
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,1,3,7,5
Malicious damage to property,0,0,0,0,0,0,42,73,49,51
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,12,16,7,16
Burglary at residential premises,0,0,0,0,0,0,50,110,67,90
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,14,22,15,11
Theft out of or from motor vehicle,0,0,0,0,0,0,11,15,17,37
Stock-theft,0,0,0,0,0,0,4,11,8,15
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,2,1,6,5
Drug-related crime,0,0,0,0,0,0,5,2,6,8
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,1,1,11,8
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,0,146,337,209,131
Commercial crime,0,0,0,0,0,0,5,3,11,3
Shoplifting,0,0,0,0,0,0,3,5,1,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,2,4,4,4
Truck hijacking,0,0,0,0,0,0,1,3,1,0
Robbery at residential premises,0,0,0,0,0,0,1,8,4,14
Robbery at non-residential premises,0,0,0,0,0,0,3,4,4,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,1,12,7,15
Public violence,0,0,0,0,0,0,1,0,0,0
Crimen injuria,0,0,0,0,0,0,2,5,4,3
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,1,1,0
Kidnapping,0,0,0,0,0,0,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Temba (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,73,61,60,77,59,53,53,47,37,32
Total Sexual Crimes,369,405,370,341,341,379,329,330,314,305
Attempted murder,186,119,128,129,104,76,89,86,53,55
Assault with the intent to inflict grievous bodily harm,1369,1279,1107,1070,1046,1134,1279,1292,1175,1108
Common assault,1195,966,869,746,822,868,1168,1016,924,786
Common robbery,566,487,349,317,322,307,337,341,295,285
Robbery with aggravating circumstances,721,776,840,845,772,710,547,592,560,557
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,41,33,37,35,28,35,30,53,45,28
Malicious damage to property,701,662,563,584,648,759,714,650,657,620
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,144,170,129,233,212,219,259,258,279,260
Burglary at residential premises,1313,1169,1009,944,978,1080,1022,1045,1110,1144
Theft of motor vehicle and motorcycle,142,131,115,110,142,132,93,74,66,113
Theft out of or from motor vehicle,301,215,183,121,140,213,201,172,166,209
Stock-theft,32,41,50,37,37,44,65,60,45,44
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,86,91,54,61,59,70,55,49,39,44
Drug-related crime,173,239,201,359,191,268,336,336,1426,1661
Driving under the influence of alcohol or drugs,22,40,32,46,54,151,145,128,209,336
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2018,1811,1108,1149,2016,2561,2043,1902,2616,2103
Commercial crime,59,73,60,92,57,82,97,128,98,97
Shoplifting,117,148,152,212,152,171,312,262,192,225
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,32,101,101,134,87,46,60,61,34,40
Truck hijacking,3,2,2,3,0,2,2,2,1,3
Robbery at residential premises,42,37,69,117,124,70,57,67,79,58
Robbery at non-residential premises,5,8,33,94,78,67,47,84,69,70
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,34,51,35,36,48,37,30,22,41,33
Public violence,10,1,1,1,2,2,4,1,2,6
Crimen injuria,430,331,167,137,81,90,188,142,101,68
Neglect and ill-treatment of children ,4,5,5,6,3,8,5,3,5,5
Kidnapping,24,32,29,20,16,26,28,35,25,27
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tembisa (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,170,106,116,131,131,148,122,111,76,78
Total Sexual Crimes,426,414,363,379,344,355,308,298,249,269
Attempted murder,385,233,175,194,152,126,122,100,86,82
Assault with the intent to inflict grievous bodily harm,1109,1124,1078,1000,791,810,807,734,755,686
Common assault,2664,1972,1527,917,658,685,611,837,736,808
Common robbery,559,454,390,309,262,289,314,285,278,245
Robbery with aggravating circumstances,1655,1330,1085,1061,816,736,769,720,577,571
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,49,45,46,40,25,37,31,22,35,29
Malicious damage to property,870,755,748,631,485,563,594,547,484,472
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,59,76,82,82,142,133,163,176,167,126
Burglary at residential premises,1420,1308,1217,1092,868,1000,1259,1018,1048,1044
Theft of motor vehicle and motorcycle,294,217,281,235,180,173,199,201,222,206
Theft out of or from motor vehicle,276,230,258,255,252,341,466,413,527,541
Stock-theft,0,0,0,0,1,0,0,1,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,162,138,116,122,108,115,177,126,149,103
Drug-related crime,61,81,93,98,82,53,69,202,457,589
Driving under the influence of alcohol or drugs,105,108,154,204,227,219,284,354,531,738
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1871,1382,960,791,713,752,754,780,784,800
Commercial crime,84,49,51,61,66,140,186,255,252,437
Shoplifting,34,90,154,169,177,177,232,260,227,280
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,104,86,100,109,125,136,125,83,53,143
Truck hijacking,0,1,0,1,2,2,1,0,0,0
Robbery at residential premises,372,242,184,272,213,150,107,157,123,82
Robbery at non-residential premises,20,24,47,67,79,76,129,111,117,77
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,25,25,13,36,33,40,32,30,26,27
Public violence,3,0,3,3,4,57,2,4,8,1
Crimen injuria,106,87,60,48,51,22,27,33,44,43
Neglect and ill-treatment of children ,11,11,13,13,18,17,21,15,12,16
Kidnapping,66,50,33,39,40,46,31,48,45,44
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  The Barrage (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,10,5,5,3,3,5,5,4,5
Total Sexual Crimes,29,23,47,26,25,15,29,17,21,10
Attempted murder,11,7,5,5,10,4,5,8,5,0
Assault with the intent to inflict grievous bodily harm,82,72,69,98,73,83,67,74,66,72
Common assault,80,76,65,60,65,58,45,46,48,40
Common robbery,19,4,16,13,12,19,9,9,10,6
Robbery with aggravating circumstances,20,16,30,13,25,28,29,16,14,11
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,6,5,10,3,4,0,4,3,0
Malicious damage to property,61,50,50,76,65,67,74,46,40,36
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,17,18,12,7,20,16,19,21,19,11
Burglary at residential premises,250,223,176,149,143,130,182,189,159,117
Theft of motor vehicle and motorcycle,37,38,27,75,53,34,44,41,28,24
Theft out of or from motor vehicle,33,27,21,16,24,14,17,25,22,19
Stock-theft,70,18,28,28,58,83,38,31,37,38
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,2,2,0,6,4,7,4,4,4
Drug-related crime,5,5,7,7,7,5,12,13,12,48
Driving under the influence of alcohol or drugs,6,8,5,5,12,14,14,19,15,42
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,218,191,150,166,156,173,144,208,181,161
Commercial crime,8,5,5,7,4,7,6,7,13,6
Shoplifting,0,0,0,0,1,1,0,2,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,1,4,2,2,5,5,1,2,3
Truck hijacking,0,4,2,0,2,0,3,3,2,0
Robbery at residential premises,1,1,6,3,5,5,12,8,5,4
Robbery at non-residential premises,0,0,0,1,0,5,3,1,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,9,11,8,19,10,9,15,14,7
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,17,15,10,16,13,12,5,8,10,1
Neglect and ill-treatment of children ,0,1,1,2,3,2,0,0,1,0
Kidnapping,0,1,0,0,0,0,2,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tokoza (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,96,45,61,54,43,61,59,62,40,33
Total Sexual Crimes,154,137,144,139,133,134,126,119,86,80
Attempted murder,88,64,41,39,48,54,48,23,27,23
Assault with the intent to inflict grievous bodily harm,710,579,541,565,470,511,449,394,401,337
Common assault,438,459,447,448,405,423,393,329,277,313
Common robbery,152,176,172,155,173,136,126,90,93,58
Robbery with aggravating circumstances,502,327,239,217,185,210,217,153,119,109
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,12,22,20,22,22,23,26,18,24
Malicious damage to property,246,215,219,220,220,192,210,159,137,147
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,5,5,5,14,25,16,61,41,49
Burglary at residential premises,347,336,281,256,287,298,309,352,228,246
Theft of motor vehicle and motorcycle,83,76,64,85,80,67,52,61,64,40
Theft out of or from motor vehicle,81,56,52,50,66,73,69,41,55,47
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,85,71,55,51,34,39,50,30,64,30
Drug-related crime,38,55,63,49,29,25,25,36,75,135
Driving under the influence of alcohol or drugs,16,27,36,17,30,33,64,54,60,48
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,536,393,303,307,257,296,259,262,207,193
Commercial crime,17,11,23,22,12,28,33,29,25,34
Shoplifting,0,15,53,62,60,79,119,66,115,94
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,24,11,16,8,14,25,15,16,21,11
Truck hijacking,0,0,0,0,0,0,0,0,0,2
Robbery at residential premises,43,39,32,16,14,9,14,27,7,13
Robbery at non-residential premises,2,0,3,4,17,35,40,26,19,22
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,4,4,13,7,4,8,5,4,7
Public violence,0,0,0,2,2,26,1,0,0,3
Crimen injuria,54,60,35,29,27,28,42,24,39,23
Neglect and ill-treatment of children ,6,7,11,5,10,13,12,3,1,3
Kidnapping,14,7,8,3,6,4,6,13,5,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tsakane (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,66,48,50,65,76,89,74,67,58,51
Total Sexual Crimes,257,245,226,230,236,250,282,279,268,209
Attempted murder,90,64,58,58,68,97,63,79,61,39
Assault with the intent to inflict grievous bodily harm,489,453,531,561,593,735,669,727,718,726
Common assault,734,547,431,492,480,479,383,548,535,450
Common robbery,242,252,185,125,136,156,166,147,166,143
Robbery with aggravating circumstances,403,326,336,343,384,551,505,450,458,357
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,29,30,32,37,32,48,31,38,41,28
Malicious damage to property,343,311,294,318,375,440,430,396,444,406
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,62,17,25,30,44,68,72,82,72,74
Burglary at residential premises,712,693,649,672,612,800,871,804,841,833
Theft of motor vehicle and motorcycle,181,106,127,152,134,155,171,165,143,137
Theft out of or from motor vehicle,136,105,110,126,133,204,215,173,229,226
Stock-theft,2,1,3,4,2,3,2,2,5,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,113,111,105,70,60,75,91,83,59,36
Drug-related crime,29,30,328,71,17,17,35,84,280,398
Driving under the influence of alcohol or drugs,47,85,87,109,82,122,48,49,115,72
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,954,807,404,495,452,541,572,544,645,643
Commercial crime,40,19,32,16,29,42,110,184,170,174
Shoplifting,35,49,38,40,22,58,152,137,118,170
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,62,49,51,52,67,89,87,68,52,55
Truck hijacking,1,2,2,5,6,12,10,3,1,2
Robbery at residential premises,58,27,33,38,47,112,57,56,72,61
Robbery at non-residential premises,3,3,15,25,24,60,67,69,74,31
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,23,20,18,22,24,27,26,22,16,12
Public violence,0,1,0,0,0,10,1,4,1,2
Crimen injuria,20,13,15,22,30,28,23,24,23,17
Neglect and ill-treatment of children ,21,12,8,8,8,5,4,7,9,5
Kidnapping,0,1,1,2,6,4,7,19,19,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Vaal Marina (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,0,0
Total Sexual Crimes,0,0,0,0,0,0,0,0,0,3
Attempted murder,0,0,0,0,0,0,0,0,0,5
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,0,0,0,8
Common assault,0,0,0,0,0,0,0,0,0,12
Common robbery,0,0,0,0,0,0,0,0,0,1
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,9
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,2
Malicious damage to property,0,0,0,0,0,0,0,0,0,8
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,0,0,0,0
Burglary at residential premises,0,0,0,0,0,0,0,0,0,27
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,0,2
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,0,7
Stock-theft,0,0,0,0,0,0,0,0,0,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
